value,var,ver,pft,param,time
0.09048088,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,44
0.11696103,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,44
0.18607716,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,44
0.28877634,IND,No recruitement,evergreen temperate conifer,Low RDI,44
0.2379007,IND,No recruitement,evergreen temperate conifer,high RDI,44
0.088758506,IND,Recruitement,evergreen temperate conifer,Low RDI,44
0.070778064,IND,No recruitement,deciduous temperate broadleaved,Low RDI,44
0.057370864,IND,No recruitement,deciduous temperate broadleaved,high RDI,44
0.044584483,IND,Recruitement,deciduous temperate broadleaved,Low RDI,44
0.4487392,RDI,No recruitement,evergreen temperate conifer,Low RDI,45
0.6332722,RDI,No recruitement,evergreen temperate conifer,high RDI,45
0.43595666,RDI,Recruitement,evergreen temperate conifer,Low RDI,45
0.25220743,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,45
0.2827145,RDI,No recruitement,deciduous temperate broadleaved,high RDI,45
0.4313078,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,45
19.519447,BA,No recruitement,evergreen temperate conifer,Low RDI,45
28.581415,BA,No recruitement,evergreen temperate conifer,high RDI,45
21.417421,BA,Recruitement,evergreen temperate conifer,Low RDI,45
5.31891,BA,No recruitement,deciduous temperate broadleaved,Low RDI,45
6.679479,BA,No recruitement,deciduous temperate broadleaved,high RDI,45
12.800099,BA,Recruitement,deciduous temperate broadleaved,Low RDI,45
0.10682692,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,45
0.12375408,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,45
0.17536515,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,45
0.09748508,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,45
0.1217976,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,45
0.19127384,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,45
0.21771991,IND,No recruitement,evergreen temperate conifer,Low RDI,45
0.23742713,IND,No recruitement,evergreen temperate conifer,high RDI,45
0.08866162,IND,Recruitement,evergreen temperate conifer,Low RDI,45
0.07120608,IND,No recruitement,deciduous temperate broadleaved,Low RDI,45
0.05726256,IND,No recruitement,deciduous temperate broadleaved,high RDI,45
0.044541158,IND,Recruitement,deciduous temperate broadleaved,Low RDI,45
0.47882596,RDI,No recruitement,evergreen temperate conifer,Low RDI,46
0.45902374,RDI,No recruitement,evergreen temperate conifer,high RDI,46
0.45560452,RDI,Recruitement,evergreen temperate conifer,Low RDI,46
0.27109474,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,46
0.20594929,RDI,No recruitement,deciduous temperate broadleaved,high RDI,46
0.44725752,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,46
21.005259,BA,No recruitement,evergreen temperate conifer,Low RDI,46
21.087265,BA,No recruitement,evergreen temperate conifer,high RDI,46
22.524618,BA,Recruitement,evergreen temperate conifer,Low RDI,46
5.846833,BA,No recruitement,deciduous temperate broadleaved,Low RDI,46
5.0246553,BA,No recruitement,deciduous temperate broadleaved,high RDI,46
13.442655,BA,Recruitement,deciduous temperate broadleaved,Low RDI,46
0.110585324,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,46
0.13342974,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,46
0.17994331,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,46
0.10195279,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,46
0.12990299,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,46
0.1961154,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,46
0.21865454,IND,No recruitement,evergreen temperate conifer,Low RDI,46
0.15077555,IND,No recruitement,evergreen temperate conifer,high RDI,46
0.08856277,IND,Recruitement,evergreen temperate conifer,Low RDI,46
0.0716005,IND,No recruitement,deciduous temperate broadleaved,Low RDI,46
0.037881296,IND,No recruitement,deciduous temperate broadleaved,high RDI,46
0.04449723,IND,Recruitement,deciduous temperate broadleaved,Low RDI,46
0.5066138,RDI,No recruitement,evergreen temperate conifer,Low RDI,47
0.4858477,RDI,No recruitement,evergreen temperate conifer,high RDI,47
0.47403413,RDI,Recruitement,evergreen temperate conifer,Low RDI,47
0.21935795,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,47
0.22934395,RDI,No recruitement,deciduous temperate broadleaved,high RDI,47
0.46498123,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,47
22.389492,BA,No recruitement,evergreen temperate conifer,Low RDI,47
22.500467,BA,No recruitement,evergreen temperate conifer,high RDI,47
23.56985,BA,Recruitement,evergreen temperate conifer,Low RDI,47
4.882414,BA,No recruitement,deciduous temperate broadleaved,Low RDI,47
5.8055735,BA,No recruitement,deciduous temperate broadleaved,high RDI,47
14.173939,BA,Recruitement,deciduous temperate broadleaved,Low RDI,47
0.113978095,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,47
0.13789937,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,47
0.18417777,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,47
0.10863678,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,47
0.1397056,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,47
0.20147403,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,47
0.21940486,IND,No recruitement,evergreen temperate conifer,Low RDI,47
0.15062861,IND,No recruitement,evergreen temperate conifer,high RDI,47
0.088462085,IND,Recruitement,evergreen temperate conifer,Low RDI,47
0.053069044,IND,No recruitement,deciduous temperate broadleaved,Low RDI,47
0.037844907,IND,No recruitement,deciduous temperate broadleaved,high RDI,47
0.04443587,IND,Recruitement,deciduous temperate broadleaved,Low RDI,47
0.5307241,RDI,No recruitement,evergreen temperate conifer,Low RDI,48
0.5115877,RDI,No recruitement,evergreen temperate conifer,high RDI,48
0.49102768,RDI,Recruitement,evergreen temperate conifer,Low RDI,48
0.22697626,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,48
0.25013357,RDI,No recruitement,deciduous temperate broadleaved,high RDI,48
0.41419324,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,48
23.598862,BA,No recruitement,evergreen temperate conifer,Low RDI,48
23.867579,BA,No recruitement,evergreen temperate conifer,high RDI,48
24.539366,BA,Recruitement,evergreen temperate conifer,Low RDI,48
5.254465,BA,No recruitement,deciduous temperate broadleaved,Low RDI,48
6.5225286,BA,No recruitement,deciduous temperate broadleaved,high RDI,48
12.816899,BA,Recruitement,deciduous temperate broadleaved,Low RDI,48
0.116859764,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,48
0.14209805,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,48
0.18803783,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,48
0.11713856,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,48
0.14817545,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,48
0.20768867,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,48
0.22000378,IND,No recruitement,evergreen temperate conifer,Low RDI,48
0.1504803,IND,No recruitement,evergreen temperate conifer,high RDI,48
0.08835973,IND,Recruitement,evergreen temperate conifer,Low RDI,48
0.04871784,IND,No recruitement,deciduous temperate broadleaved,Low RDI,48
0.037808437,IND,No recruitement,deciduous temperate broadleaved,high RDI,48
0.03782713,IND,Recruitement,deciduous temperate broadleaved,Low RDI,48
0.5510641,RDI,No recruitement,evergreen temperate conifer,Low RDI,49
0.5352314,RDI,No recruitement,evergreen temperate conifer,high RDI,49
0.5063745,RDI,Recruitement,evergreen temperate conifer,Low RDI,49
0.25229752,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,49
0.26434004,RDI,No recruitement,deciduous temperate broadleaved,high RDI,49
0.42988274,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,49
24.624428,BA,No recruitement,evergreen temperate conifer,Low RDI,49
25.132353,BA,No recruitement,evergreen temperate conifer,high RDI,49
25.443064,BA,Recruitement,evergreen temperate conifer,Low RDI,49
6.036255,BA,No recruitement,deciduous temperate broadleaved,Low RDI,49
7.025131,BA,No recruitement,deciduous temperate broadleaved,high RDI,49
13.475758,BA,Recruitement,deciduous temperate broadleaved,Low RDI,49
0.1192346,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,49
0.14589043,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,49
0.19161652,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,49
0.12502187,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,49
0.15387057,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,49
0.2130683,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,49
0.22051738,IND,No recruitement,evergreen temperate conifer,Low RDI,49
0.15032984,IND,No recruitement,evergreen temperate conifer,high RDI,49
0.088168226,IND,Recruitement,evergreen temperate conifer,Low RDI,49
0.049139395,IND,No recruitement,deciduous temperate broadleaved,Low RDI,49
0.03777201,IND,No recruitement,deciduous temperate broadleaved,high RDI,49
0.037790395,IND,Recruitement,deciduous temperate broadleaved,Low RDI,49
0.56998676,RDI,No recruitement,evergreen temperate conifer,Low RDI,50
0.5559486,RDI,No recruitement,evergreen temperate conifer,high RDI,50
0.37613022,RDI,Recruitement,evergreen temperate conifer,Low RDI,50
0.26955953,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,50
0.277995,RDI,No recruitement,deciduous temperate broadleaved,high RDI,50
0.4448117,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,50
25.582987,BA,No recruitement,evergreen temperate conifer,Low RDI,50
26.247877,BA,No recruitement,evergreen temperate conifer,high RDI,50
19.294031,BA,Recruitement,evergreen temperate conifer,Low RDI,50
6.5751815,BA,No recruitement,deciduous temperate broadleaved,Low RDI,50
7.526357,BA,No recruitement,deciduous temperate broadleaved,high RDI,50
14.11111,BA,Recruitement,deciduous temperate broadleaved,Low RDI,50
0.12140363,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,50
0.14917059,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,50
0.20907934,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,50
0.12994783,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,50
0.15934262,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,50
0.2181428,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,50
0.22098915,IND,No recruitement,evergreen temperate conifer,Low RDI,50
0.15017737,IND,No recruitement,evergreen temperate conifer,high RDI,50
0.056188136,IND,Recruitement,evergreen temperate conifer,Low RDI,50
0.0495668,IND,No recruitement,deciduous temperate broadleaved,Low RDI,50
0.03770487,IND,No recruitement,deciduous temperate broadleaved,high RDI,50
0.037753217,IND,Recruitement,deciduous temperate broadleaved,Low RDI,50
0.58899623,RDI,No recruitement,evergreen temperate conifer,Low RDI,51
0.575379,RDI,No recruitement,evergreen temperate conifer,high RDI,51
0.39582303,RDI,Recruitement,evergreen temperate conifer,Low RDI,51
0.20688955,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,51
0.21123205,RDI,No recruitement,deciduous temperate broadleaved,high RDI,51
0.45944786,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,51
26.550476,BA,No recruitement,evergreen temperate conifer,Low RDI,51
27.300083,BA,No recruitement,evergreen temperate conifer,high RDI,51
20.452919,BA,Recruitement,evergreen temperate conifer,Low RDI,51
5.183333,BA,No recruitement,deciduous temperate broadleaved,Low RDI,51
5.868903,BA,No recruitement,deciduous temperate broadleaved,high RDI,51
14.749154,BA,Recruitement,deciduous temperate broadleaved,Low RDI,51
0.123555,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,51
0.15220974,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,51
0.21538903,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,51
0.13662939,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,51
0.16788144,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,51
0.22312917,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,51
0.22142974,IND,No recruitement,evergreen temperate conifer,Low RDI,51
0.15002325,IND,No recruitement,evergreen temperate conifer,high RDI,51
0.05612519,IND,Recruitement,evergreen temperate conifer,Low RDI,51
0.035294563,IND,No recruitement,deciduous temperate broadleaved,Low RDI,51
0.026498534,IND,No recruitement,deciduous temperate broadleaved,high RDI,51
0.037702132,IND,Recruitement,deciduous temperate broadleaved,Low RDI,51
0.6074422,RDI,No recruitement,evergreen temperate conifer,Low RDI,52
0.59431034,RDI,No recruitement,evergreen temperate conifer,high RDI,52
0.41494796,RDI,Recruitement,evergreen temperate conifer,Low RDI,52
0.23169442,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,52
0.23001917,RDI,No recruitement,deciduous temperate broadleaved,high RDI,52
0.41181967,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,52
27.4933,BA,No recruitement,evergreen temperate conifer,Low RDI,52
28.330463,BA,No recruitement,evergreen temperate conifer,high RDI,52
21.586565,BA,Recruitement,evergreen temperate conifer,Low RDI,52
5.9990544,BA,No recruitement,deciduous temperate broadleaved,Low RDI,52
6.580765,BA,No recruitement,deciduous temperate broadleaved,high RDI,52
13.398209,BA,Recruitement,deciduous temperate broadleaved,Low RDI,52
0.12561491,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,52
0.15513684,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,52
0.22140798,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,52
0.1460526,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,52
0.17786056,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,52
0.2292481,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,52
0.22183667,IND,No recruitement,evergreen temperate conifer,Low RDI,52
0.14986748,IND,No recruitement,evergreen temperate conifer,high RDI,52
0.05606077,IND,Recruitement,evergreen temperate conifer,Low RDI,52
0.03577863,IND,No recruitement,deciduous temperate broadleaved,Low RDI,52
0.026473023,IND,No recruitement,deciduous temperate broadleaved,high RDI,52
0.032455776,IND,Recruitement,deciduous temperate broadleaved,Low RDI,52
0.5396046,RDI,No recruitement,evergreen temperate conifer,Low RDI,53
0.61221325,RDI,No recruitement,evergreen temperate conifer,high RDI,53
0.43225354,RDI,Recruitement,evergreen temperate conifer,Low RDI,53
0.25440192,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,53
0.24812137,RDI,No recruitement,deciduous temperate broadleaved,high RDI,53
0.4272967,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,53
24.540592,BA,No recruitement,evergreen temperate conifer,Low RDI,53
29.309631,BA,No recruitement,evergreen temperate conifer,high RDI,53
22.619421,BA,Recruitement,evergreen temperate conifer,Low RDI,53
6.7706532,BA,No recruitement,deciduous temperate broadleaved,Low RDI,53
7.285598,BA,No recruitement,deciduous temperate broadleaved,high RDI,53
14.081736,BA,Recruitement,deciduous temperate broadleaved,Low RDI,53
0.1277869,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,53
0.1578788,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,53
0.22677913,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,53
0.15426216,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,53
0.18725054,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,53
0.23513976,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,53
0.19171019,IND,No recruitement,evergreen temperate conifer,Low RDI,53
0.14971003,IND,No recruitement,evergreen temperate conifer,high RDI,53
0.05599489,IND,Recruitement,evergreen temperate conifer,Low RDI,53
0.03621128,IND,No recruitement,deciduous temperate broadleaved,Low RDI,53
0.026447449,IND,No recruitement,deciduous temperate broadleaved,high RDI,53
0.032424208,IND,Recruitement,deciduous temperate broadleaved,Low RDI,53
0.4646667,RDI,No recruitement,evergreen temperate conifer,Low RDI,54
0.6288381,RDI,No recruitement,evergreen temperate conifer,high RDI,54
0.44820288,RDI,Recruitement,evergreen temperate conifer,Low RDI,54
0.22030307,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,54
0.26044878,RDI,No recruitement,deciduous temperate broadleaved,high RDI,54
0.4416446,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,54
21.261705,BA,No recruitement,evergreen temperate conifer,Low RDI,54
30.249765,BA,No recruitement,evergreen temperate conifer,high RDI,54
23.577206,BA,Recruitement,evergreen temperate conifer,Low RDI,54
5.997177,BA,No recruitement,deciduous temperate broadleaved,Low RDI,54
7.7764535,BA,No recruitement,deciduous temperate broadleaved,high RDI,54
14.723653,BA,Recruitement,deciduous temperate broadleaved,Low RDI,54
0.13129237,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,54
0.16049822,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,54
0.23167145,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,54
0.16147104,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,54
0.19356833,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,54
0.24056157,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,54
0.15701854,IND,No recruitement,evergreen temperate conifer,Low RDI,54
0.14941338,IND,No recruitement,evergreen temperate conifer,high RDI,54
0.05592759,IND,Recruitement,evergreen temperate conifer,Low RDI,54
0.029423224,IND,No recruitement,deciduous temperate broadleaved,Low RDI,54
0.026421897,IND,No recruitement,deciduous temperate broadleaved,high RDI,54
0.03239223,IND,Recruitement,deciduous temperate broadleaved,Low RDI,54
0.49098846,RDI,No recruitement,evergreen temperate conifer,Low RDI,55
0.47313944,RDI,No recruitement,evergreen temperate conifer,high RDI,55
0.46369576,RDI,Recruitement,evergreen temperate conifer,Low RDI,55
0.22348826,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,55
0.2732258,RDI,No recruitement,deciduous temperate broadleaved,high RDI,55
0.4557627,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,55
22.617111,BA,No recruitement,evergreen temperate conifer,Low RDI,55
23.147394,BA,No recruitement,evergreen temperate conifer,high RDI,55
24.51269,BA,Recruitement,evergreen temperate conifer,Low RDI,55
6.2604656,BA,No recruitement,deciduous temperate broadleaved,Low RDI,55
8.303256,BA,No recruitement,deciduous temperate broadleaved,high RDI,55
15.370544,BA,Recruitement,deciduous temperate broadleaved,Low RDI,55
0.13493152,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,55
0.1724103,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,55
0.23636879,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,55
0.17059626,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,55
0.20010996,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,55
0.24590974,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,55
0.15814762,IND,No recruitement,evergreen temperate conifer,Low RDI,55
0.099134676,IND,No recruitement,evergreen temperate conifer,high RDI,55
0.0558589,IND,Recruitement,evergreen temperate conifer,Low RDI,55
0.027371818,IND,No recruitement,deciduous temperate broadleaved,Low RDI,55
0.026376434,IND,No recruitement,deciduous temperate broadleaved,high RDI,55
0.032348547,IND,Recruitement,deciduous temperate broadleaved,Low RDI,55
0.51521534,RDI,No recruitement,evergreen temperate conifer,Low RDI,56
0.49603507,RDI,No recruitement,evergreen temperate conifer,high RDI,56
0.47880524,RDI,Recruitement,evergreen temperate conifer,Low RDI,56
0.24500018,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,56
0.18975554,RDI,No recruitement,deciduous temperate broadleaved,high RDI,56
0.40913546,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,56
23.873396,BA,No recruitement,evergreen temperate conifer,Low RDI,56
24.432053,BA,No recruitement,evergreen temperate conifer,high RDI,56
25.429737,BA,Recruitement,evergreen temperate conifer,Low RDI,56
7.039741,BA,No recruitement,deciduous temperate broadleaved,Low RDI,56
5.8891797,BA,No recruitement,deciduous temperate broadleaved,high RDI,56
13.969112,BA,Recruitement,deciduous temperate broadleaved,Low RDI,56
0.13821459,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,56
0.17722267,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,56
0.24090177,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,56
0.17941327,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,56
0.20896694,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,56
0.25212973,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,56
0.159101,IND,No recruitement,evergreen temperate conifer,Low RDI,56
0.09903235,IND,No recruitement,evergreen temperate conifer,high RDI,56
0.055788796,IND,Recruitement,evergreen temperate conifer,Low RDI,56
0.027834915,IND,No recruitement,deciduous temperate broadleaved,Low RDI,56
0.019032754,IND,No recruitement,deciduous temperate broadleaved,high RDI,56
0.027976029,IND,Recruitement,deciduous temperate broadleaved,Low RDI,56
0.5362937,RDI,No recruitement,evergreen temperate conifer,Low RDI,57
0.5189203,RDI,No recruitement,evergreen temperate conifer,high RDI,57
0.4926843,RDI,Recruitement,evergreen temperate conifer,Low RDI,57
0.2607496,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,57
0.29268697,RDI,No recruitement,deciduous temperate broadleaved,high RDI,57
0.4239465,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,57
24.971872,BA,No recruitement,evergreen temperate conifer,Low RDI,57
25.72485,BA,No recruitement,evergreen temperate conifer,high RDI,57
26.300291,BA,Recruitement,evergreen temperate conifer,Low RDI,57
7.6079044,BA,No recruitement,deciduous temperate broadleaved,Low RDI,57
2.9655838,BA,No recruitement,deciduous temperate broadleaved,high RDI,57
14.655691,BA,Recruitement,deciduous temperate broadleaved,Low RDI,57
0.14099966,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,57
0.1819483,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,57
0.24520086,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,57
0.18495826,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,57
0.02295245,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,57
0.25837818,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,57
0.15991755,IND,No recruitement,evergreen temperate conifer,Low RDI,57
0.0989281,IND,No recruitement,evergreen temperate conifer,high RDI,57
0.055660363,IND,Recruitement,evergreen temperate conifer,Low RDI,57
0.028310671,IND,No recruitement,deciduous temperate broadleaved,Low RDI,57
0.7158549,IND,No recruitement,deciduous temperate broadleaved,high RDI,57
0.027948765,IND,Recruitement,deciduous temperate broadleaved,Low RDI,57
0.5549802,RDI,No recruitement,evergreen temperate conifer,Low RDI,58
0.54050434,RDI,No recruitement,evergreen temperate conifer,high RDI,58
0.36451158,RDI,Recruitement,evergreen temperate conifer,Low RDI,58
0.22262484,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,58
0.1802887,RDI,No recruitement,deciduous temperate broadleaved,high RDI,58
0.43748954,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,58
25.949404,BA,No recruitement,evergreen temperate conifer,Low RDI,58
26.95206,BA,No recruitement,evergreen temperate conifer,high RDI,58
19.928946,BA,Recruitement,evergreen temperate conifer,Low RDI,58
6.5968547,BA,No recruitement,deciduous temperate broadleaved,Low RDI,58
2.0414808,BA,No recruitement,deciduous temperate broadleaved,high RDI,58
15.291322,BA,Recruitement,deciduous temperate broadleaved,Low RDI,58
0.14340328,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,58
0.18633983,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,58
0.26895493,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,58
0.1907219,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,58
0.028464448,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,58
0.26405582,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,58
0.16065536,IND,No recruitement,evergreen temperate conifer,Low RDI,58
0.09882191,IND,No recruitement,evergreen temperate conifer,high RDI,58
0.0389098,IND,Recruitement,evergreen temperate conifer,Low RDI,58
0.023155358,IND,No recruitement,deciduous temperate broadleaved,Low RDI,58
0.31913427,IND,No recruitement,deciduous temperate broadleaved,high RDI,58
0.027921226,IND,Recruitement,deciduous temperate broadleaved,Low RDI,58
0.5725049,RDI,No recruitement,evergreen temperate conifer,Low RDI,59
0.5597631,RDI,No recruitement,evergreen temperate conifer,high RDI,59
0.22446872,RDI,Recruitement,evergreen temperate conifer,Low RDI,59
0.22812848,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,59
0.23345186,RDI,No recruitement,deciduous temperate broadleaved,high RDI,59
0.44986147,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,59
26.869282,BA,No recruitement,evergreen temperate conifer,Low RDI,59
28.053646,BA,No recruitement,evergreen temperate conifer,high RDI,59
6.765859,BA,Recruitement,evergreen temperate conifer,Low RDI,59
6.9244165,BA,No recruitement,deciduous temperate broadleaved,Low RDI,59
2.8843613,BA,No recruitement,deciduous temperate broadleaved,high RDI,59
15.88699,BA,Recruitement,deciduous temperate broadleaved,Low RDI,59
0.14561006,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,59
0.19021605,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,59
0.02395204,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,59
0.19984493,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,59
0.03388298,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,59
0.26928118,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,59
0.16134852,IND,No recruitement,evergreen temperate conifer,Low RDI,59
0.09871402,IND,No recruitement,evergreen temperate conifer,high RDI,59
1.4993378,IND,Recruitement,evergreen temperate conifer,Low RDI,59
0.022063194,IND,No recruitement,deciduous temperate broadleaved,Low RDI,59
0.31882897,IND,No recruitement,deciduous temperate broadleaved,high RDI,59
0.027883342,IND,Recruitement,deciduous temperate broadleaved,Low RDI,59
0.5889017,RDI,No recruitement,evergreen temperate conifer,Low RDI,60
0.57714355,RDI,No recruitement,evergreen temperate conifer,high RDI,60
0.25951704,RDI,Recruitement,evergreen temperate conifer,Low RDI,60
0.24907802,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,60
0.265127,RDI,No recruitement,deciduous temperate broadleaved,high RDI,60
0.39963076,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,60
27.7325,BA,No recruitement,evergreen temperate conifer,Low RDI,60
29.053236,BA,No recruitement,evergreen temperate conifer,high RDI,60
7.982542,BA,Recruitement,evergreen temperate conifer,Low RDI,60
7.7325344,BA,No recruitement,deciduous temperate broadleaved,Low RDI,60
3.4171534,BA,No recruitement,deciduous temperate broadleaved,high RDI,60
14.262972,BA,Recruitement,deciduous temperate broadleaved,Low RDI,60
0.1476306,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,60
0.1936834,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,60
0.026036303,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,60
0.20897312,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,60
0.036945738,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,60
0.27515247,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,60
0.16200556,IND,No recruitement,evergreen temperate conifer,Low RDI,60
0.09860462,IND,No recruitement,evergreen temperate conifer,high RDI,60
1.4980147,IND,Recruitement,evergreen temperate conifer,Low RDI,60
0.02253762,IND,No recruitement,deciduous temperate broadleaved,Low RDI,60
