value,var,ver,pft,param,time
30.090803,BA,No recruitement,evergreen temperate conifer,Low RDI,87
19.819044,BA,No recruitement,evergreen temperate conifer,high RDI,87
20.08619,BA,Recruitement,evergreen temperate conifer,Low RDI,87
7.1362195,BA,No recruitement,deciduous temperate broadleaved,Low RDI,87
2.0369945,BA,No recruitement,deciduous temperate broadleaved,high RDI,87
8.190437,BA,Recruitement,deciduous temperate broadleaved,Low RDI,87
0.20493656,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,87
0.04130193,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,87
0.09536239,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,87
0.15487738,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,87
0.028433716,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,87
0.06739499,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,87
0.09122181,IND,No recruitement,evergreen temperate conifer,Low RDI,87
1.4791144,IND,No recruitement,evergreen temperate conifer,high RDI,87
0.2811878,IND,Recruitement,evergreen temperate conifer,Low RDI,87
0.037871275,IND,No recruitement,deciduous temperate broadleaved,Low RDI,87
0.3191504,IND,No recruitement,deciduous temperate broadleaved,high RDI,87
0.22952276,IND,Recruitement,deciduous temperate broadleaved,Low RDI,87
0.5399356,RDI,No recruitement,evergreen temperate conifer,Low RDI,88
0.60000503,RDI,No recruitement,evergreen temperate conifer,high RDI,88
0.4965326,RDI,Recruitement,evergreen temperate conifer,Low RDI,88
0.20999809,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,88
0.23285906,RDI,No recruitement,deciduous temperate broadleaved,high RDI,88
0.4954586,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,88
27.626299,BA,No recruitement,evergreen temperate conifer,Low RDI,88
20.78908,BA,No recruitement,evergreen temperate conifer,high RDI,88
21.137959,BA,Recruitement,evergreen temperate conifer,Low RDI,88
5.729048,BA,No recruitement,deciduous temperate broadleaved,Low RDI,88
2.8745182,BA,No recruitement,deciduous temperate broadleaved,high RDI,88
8.838629,BA,Recruitement,deciduous temperate broadleaved,Low RDI,88
0.2065003,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,88
0.042320408,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,88
0.09787577,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,88
0.16166449,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,88
0.033824075,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,88
0.07004934,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,88
0.08255206,IND,No recruitement,evergreen temperate conifer,Low RDI,88
1.4777434,IND,No recruitement,evergreen temperate conifer,high RDI,88
0.28091472,IND,Recruitement,evergreen temperate conifer,Low RDI,88
0.027870756,IND,No recruitement,deciduous temperate broadleaved,Low RDI,88
0.318845,IND,No recruitement,deciduous temperate broadleaved,high RDI,88
0.22913687,IND,Recruitement,deciduous temperate broadleaved,Low RDI,88
0.47689202,RDI,No recruitement,evergreen temperate conifer,Low RDI,89
0.62460524,RDI,No recruitement,evergreen temperate conifer,high RDI,89
0.51709163,RDI,Recruitement,evergreen temperate conifer,Low RDI,89
0.23337388,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,89
0.26431355,RDI,No recruitement,deciduous temperate broadleaved,high RDI,89
0.40321532,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,89
24.4406,BA,No recruitement,evergreen temperate conifer,Low RDI,89
21.766304,BA,No recruitement,evergreen temperate conifer,high RDI,89
22.141489,BA,Recruitement,evergreen temperate conifer,Low RDI,89
6.554445,BA,No recruitement,deciduous temperate broadleaved,Low RDI,89
3.4030294,BA,No recruitement,deciduous temperate broadleaved,high RDI,89
7.4311886,BA,Recruitement,deciduous temperate broadleaved,Low RDI,89
0.20834903,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,89
0.04332399,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,89
0.10022209,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,89
0.17146824,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,89
0.036868628,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,89
0.07474404,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,89
0.07168385,IND,No recruitement,evergreen temperate conifer,Low RDI,89
1.4763695,IND,No recruitement,evergreen temperate conifer,high RDI,89
0.28064042,IND,Recruitement,evergreen temperate conifer,Low RDI,89
0.028365582,IND,No recruitement,deciduous temperate broadleaved,Low RDI,89
0.31854135,IND,No recruitement,deciduous temperate broadleaved,high RDI,89
0.16923127,IND,Recruitement,deciduous temperate broadleaved,Low RDI,89
0.4972208,RDI,No recruitement,evergreen temperate conifer,Low RDI,90
0.6483282,RDI,No recruitement,evergreen temperate conifer,high RDI,90
0.53611076,RDI,Recruitement,evergreen temperate conifer,Low RDI,90
0.25481015,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,90
0.289704,RDI,No recruitement,deciduous temperate broadleaved,high RDI,90
0.43547764,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,90
25.52678,BA,No recruitement,evergreen temperate conifer,Low RDI,90
22.746244,BA,No recruitement,evergreen temperate conifer,high RDI,90
23.104658,BA,Recruitement,evergreen temperate conifer,Low RDI,90
7.3333316,BA,No recruitement,deciduous temperate broadleaved,Low RDI,90
3.8558927,BA,No recruitement,deciduous temperate broadleaved,high RDI,90
8.239321,BA,Recruitement,deciduous temperate broadleaved,Low RDI,90
0.20983255,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,90
0.044317063,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,90
0.102448605,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,90
0.17998677,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,90
0.03926706,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,90
0.07875985,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,90
0.073815286,IND,No recruitement,evergreen temperate conifer,Low RDI,90
1.4729736,IND,No recruitement,evergreen temperate conifer,high RDI,90
0.28000903,IND,Recruitement,evergreen temperate conifer,Low RDI,90
0.028812235,IND,No recruitement,deciduous temperate broadleaved,Low RDI,90
0.31782293,IND,No recruitement,deciduous temperate broadleaved,high RDI,90
0.16906796,IND,Recruitement,deciduous temperate broadleaved,Low RDI,90
0.5172664,RDI,No recruitement,evergreen temperate conifer,Low RDI,91
0.40088865,RDI,No recruitement,evergreen temperate conifer,high RDI,91
0.3474628,RDI,Recruitement,evergreen temperate conifer,Low RDI,91
0.22152516,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,91
0.1865286,RDI,No recruitement,deciduous temperate broadleaved,high RDI,91
0.46562037,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,91
26.606335,BA,No recruitement,evergreen temperate conifer,Low RDI,91
14.4740505,BA,No recruitement,evergreen temperate conifer,high RDI,91
15.358744,BA,Recruitement,evergreen temperate conifer,Low RDI,91
6.510657,BA,No recruitement,deciduous temperate broadleaved,Low RDI,91
2.665408,BA,No recruitement,deciduous temperate broadleaved,high RDI,91
9.015414,BA,Recruitement,deciduous temperate broadleaved,Low RDI,91
0.21145971,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,91
0.049983088,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,91
0.11401097,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,91
0.18774553,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,91
0.045125052,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,91
0.08242521,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,91
0.07575766,IND,No recruitement,evergreen temperate conifer,Low RDI,91
0.7369056,IND,No recruitement,evergreen temperate conifer,high RDI,91
0.15037082,IND,Recruitement,evergreen temperate conifer,Low RDI,91
0.023610482,IND,No recruitement,deciduous temperate broadleaved,Low RDI,91
0.1661007,IND,No recruitement,deciduous temperate broadleaved,high RDI,91
0.16890414,IND,Recruitement,deciduous temperate broadleaved,Low RDI,91
0.5362566,RDI,No recruitement,evergreen temperate conifer,Low RDI,92
0.45047385,RDI,No recruitement,evergreen temperate conifer,high RDI,92
0.37783203,RDI,Recruitement,evergreen temperate conifer,Low RDI,92
0.22619297,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,92
0.22966374,RDI,No recruitement,deciduous temperate broadleaved,high RDI,92
0.4903906,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,92
27.633005,BA,No recruitement,evergreen temperate conifer,Low RDI,92
16.532583,BA,No recruitement,evergreen temperate conifer,high RDI,92
16.89983,BA,Recruitement,evergreen temperate conifer,Low RDI,92
6.811246,BA,No recruitement,deciduous temperate broadleaved,Low RDI,92
3.52184,BA,No recruitement,deciduous temperate broadleaved,high RDI,92
9.674724,BA,Recruitement,deciduous temperate broadleaved,Low RDI,92
0.21302396,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,92
0.053454548,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,92
0.11966084,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,92
0.19674896,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,92
0.051919,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,92
0.08543428,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,92
0.07753053,IND,No recruitement,evergreen temperate conifer,Low RDI,92
0.73622286,IND,No recruitement,evergreen temperate conifer,high RDI,92
0.15022662,IND,Recruitement,evergreen temperate conifer,Low RDI,92
0.022392228,IND,No recruitement,deciduous temperate broadleaved,Low RDI,92
0.16594248,IND,No recruitement,deciduous temperate broadleaved,high RDI,92
0.1686304,IND,Recruitement,deciduous temperate broadleaved,Low RDI,92
0.55382574,RDI,No recruitement,evergreen temperate conifer,Low RDI,93
0.49502555,RDI,No recruitement,evergreen temperate conifer,high RDI,93
0.40658328,RDI,Recruitement,evergreen temperate conifer,Low RDI,93
0.24656701,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,93
0.2615377,RDI,No recruitement,deciduous temperate broadleaved,high RDI,93
0.4068052,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,93
28.583506,BA,No recruitement,evergreen temperate conifer,Low RDI,93
18.410532,BA,No recruitement,evergreen temperate conifer,high RDI,93
18.375828,BA,Recruitement,evergreen temperate conifer,Low RDI,93
7.59112,BA,No recruitement,deciduous temperate broadleaved,Low RDI,93
4.18971,BA,No recruitement,deciduous temperate broadleaved,high RDI,93
8.25771,BA,Recruitement,deciduous temperate broadleaved,Low RDI,93
0.2144015,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,93
0.056441274,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,93
0.12484058,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,93
0.20557356,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,93
0.056702036,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,93
0.09043882,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,93
0.079170585,IND,No recruitement,evergreen temperate conifer,Low RDI,93
0.73553663,IND,No recruitement,evergreen temperate conifer,high RDI,93
0.15008,IND,Recruitement,evergreen temperate conifer,Low RDI,93
0.022863341,IND,No recruitement,deciduous temperate broadleaved,Low RDI,93
0.16578352,IND,No recruitement,deciduous temperate broadleaved,high RDI,93
0.1284731,IND,Recruitement,deciduous temperate broadleaved,Low RDI,93
0.570768,RDI,No recruitement,evergreen temperate conifer,Low RDI,94
0.5316637,RDI,No recruitement,evergreen temperate conifer,high RDI,94
0.43274444,RDI,Recruitement,evergreen temperate conifer,Low RDI,94
0.21186095,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,94
0.28422755,RDI,No recruitement,deciduous temperate broadleaved,high RDI,94
0.434931,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,94
29.502584,BA,No recruitement,evergreen temperate conifer,Low RDI,94
19.97348,BA,No recruitement,evergreen temperate conifer,high RDI,94
19.73196,BA,Recruitement,evergreen temperate conifer,Low RDI,94
6.64233,BA,No recruitement,deciduous temperate broadleaved,Low RDI,94
4.691729,BA,No recruitement,deciduous temperate broadleaved,high RDI,94
9.033012,BA,Recruitement,deciduous temperate broadleaved,Low RDI,94
0.21572874,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,94
0.058821365,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,94
0.12943643,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,94
0.2132836,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,94
0.060044628,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,94
0.094651066,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,94
0.08071402,IND,No recruitement,evergreen temperate conifer,Low RDI,94
0.73484707,IND,No recruitement,evergreen temperate conifer,high RDI,94
0.14992999,IND,Recruitement,evergreen temperate conifer,Low RDI,94
0.018694365,IND,No recruitement,deciduous temperate broadleaved,Low RDI,94
0.16543318,IND,No recruitement,deciduous temperate broadleaved,high RDI,94
0.12834875,IND,Recruitement,deciduous temperate broadleaved,Low RDI,94
0.5874614,RDI,No recruitement,evergreen temperate conifer,Low RDI,95
0.5607891,RDI,No recruitement,evergreen temperate conifer,high RDI,95
0.4552656,RDI,Recruitement,evergreen temperate conifer,Low RDI,95
0.16410662,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,95
0.19230527,RDI,No recruitement,deciduous temperate broadleaved,high RDI,95
0.46249804,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,95
30.411722,BA,No recruitement,evergreen temperate conifer,Low RDI,95
21.227917,BA,No recruitement,evergreen temperate conifer,high RDI,95
20.909552,BA,Recruitement,evergreen temperate conifer,Low RDI,95
5.3321085,BA,No recruitement,deciduous temperate broadleaved,Low RDI,95
3.3523493,BA,No recruitement,deciduous temperate broadleaved,high RDI,95
9.811801,BA,Recruitement,deciduous temperate broadleaved,Low RDI,95
0.21707043,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,95
0.060671475,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,95
0.13331428,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,95
0.22855955,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,95
0.066875994,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,95
0.098692745,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,95
0.08217606,IND,No recruitement,evergreen temperate conifer,Low RDI,95
0.73415476,IND,No recruitement,evergreen temperate conifer,high RDI,95
0.14977701,IND,Recruitement,evergreen temperate conifer,Low RDI,95
0.013031936,IND,No recruitement,deciduous temperate broadleaved,Low RDI,95
0.09524197,IND,No recruitement,deciduous temperate broadleaved,high RDI,95
0.12822439,IND,Recruitement,deciduous temperate broadleaved,Low RDI,95
0.5292969,RDI,No recruitement,evergreen temperate conifer,Low RDI,96
0.586509,RDI,No recruitement,evergreen temperate conifer,high RDI,96
0.47584593,RDI,Recruitement,evergreen temperate conifer,Low RDI,96
0.13115707,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,96
0.22705963,RDI,No recruitement,deciduous temperate broadleaved,high RDI,96
0.48580784,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,96
27.467037,BA,No recruitement,evergreen temperate conifer,Low RDI,96
22.344147,BA,No recruitement,evergreen temperate conifer,high RDI,96
21.993538,BA,Recruitement,evergreen temperate conifer,Low RDI,96
4.4785275,BA,No recruitement,deciduous temperate broadleaved,Low RDI,96
4.1886935,BA,No recruitement,deciduous temperate broadleaved,high RDI,96
10.491302,BA,Recruitement,deciduous temperate broadleaved,Low RDI,96
0.21875761,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,96
0.062276434,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,96
0.13679881,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,96
0.25213563,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,96
0.07480523,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,96
0.10210912,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,96
0.07316247,IND,No recruitement,evergreen temperate conifer,Low RDI,96
0.7334604,IND,No recruitement,evergreen temperate conifer,high RDI,96
0.14962152,IND,Recruitement,evergreen temperate conifer,Low RDI,96
0.00902131,IND,No recruitement,deciduous temperate broadleaved,Low RDI,96
0.09515107,IND,No recruitement,deciduous temperate broadleaved,high RDI,96
0.12802315,IND,Recruitement,deciduous temperate broadleaved,Low RDI,96
0.47972336,RDI,No recruitement,evergreen temperate conifer,Low RDI,97
0.6114126,RDI,No recruitement,evergreen temperate conifer,high RDI,97
0.49558154,RDI,Recruitement,evergreen temperate conifer,Low RDI,97
0.08657493,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,97
0.25483698,RDI,No recruitement,deciduous temperate broadleaved,high RDI,97
0.40812892,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,97
24.92125,BA,No recruitement,evergreen temperate conifer,Low RDI,97
23.431942,BA,No recruitement,evergreen temperate conifer,high RDI,97
23.039726,BA,Recruitement,evergreen temperate conifer,Low RDI,97
3.1391287,BA,No recruitement,deciduous temperate broadleaved,Low RDI,97
4.8885245,BA,No recruitement,deciduous temperate broadleaved,high RDI,97
9.030828,BA,Recruitement,deciduous temperate broadleaved,Low RDI,97
0.22017649,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,97
0.06380499,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,97
0.14008957,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,97
0.2845001,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,97
0.08088988,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,97
0.10721673,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,97
0.065452345,IND,No recruitement,evergreen temperate conifer,Low RDI,97
0.73276436,IND,No recruitement,evergreen temperate conifer,high RDI,97
0.14946362,IND,Recruitement,evergreen temperate conifer,Low RDI,97
0.0050145024,IND,No recruitement,deciduous temperate broadleaved,Low RDI,97
0.09505989,IND,No recruitement,deciduous temperate broadleaved,high RDI,97
0.09998643,IND,Recruitement,deciduous temperate broadleaved,Low RDI,97
0.5011802,RDI,No recruitement,evergreen temperate conifer,Low RDI,98
0.63550025,RDI,No recruitement,evergreen temperate conifer,high RDI,98
0.5143288,RDI,Recruitement,evergreen temperate conifer,Low RDI,98
0.066971526,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,98
0.2744826,RDI,No recruitement,deciduous temperate broadleaved,high RDI,98
0.43341947,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,98
26.072742,BA,No recruitement,evergreen temperate conifer,Low RDI,98
24.521246,BA,No recruitement,evergreen temperate conifer,high RDI,98
24.06439,BA,Recruitement,evergreen temperate conifer,Low RDI,98
1.3817375,BA,No recruitement,deciduous temperate broadleaved,Low RDI,98
5.408019,BA,No recruitement,deciduous temperate broadleaved,high RDI,98
9.790787,BA,Recruitement,deciduous temperate broadleaved,Low RDI,98
0.22144714,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,98
0.06531352,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,98
0.14327344,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,98
0.24959971,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,98
0.085135914,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,98
0.111701444,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,98
0.06769283,IND,No recruitement,evergreen temperate conifer,Low RDI,98
0.7311562,IND,No recruitement,evergreen temperate conifer,high RDI,98
0.1491422,IND,Recruitement,evergreen temperate conifer,Low RDI,98
0.10920475,IND,No recruitement,deciduous temperate broadleaved,Low RDI,98
0.09487521,IND,No recruitement,deciduous temperate broadleaved,high RDI,98
0.099889606,IND,Recruitement,deciduous temperate broadleaved,Low RDI,98
0.52204245,RDI,No recruitement,evergreen temperate conifer,Low RDI,99
0.41848502,RDI,No recruitement,evergreen temperate conifer,high RDI,99
0.36761555,RDI,Recruitement,evergreen temperate conifer,Low RDI,99
0.18543991,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,99
0.19745849,RDI,No recruitement,deciduous temperate broadleaved,high RDI,99
0.45833382,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,99
27.201311,BA,No recruitement,evergreen temperate conifer,Low RDI,99
16.560812,BA,No recruitement,evergreen temperate conifer,high RDI,99
17.588833,BA,Recruitement,evergreen temperate conifer,Low RDI,99
2.020185,BA,No recruitement,deciduous temperate broadleaved,Low RDI,99
4.047769,BA,No recruitement,deciduous temperate broadleaved,high RDI,99
10.55576,BA,Recruitement,deciduous temperate broadleaved,Low RDI,99
0.22288996,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,99
0.07265592,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,99
0.15743934,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,99
0.026304353,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,99
0.09212371,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,99
0.116038665,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,99
0.06971244,IND,No recruitement,evergreen temperate conifer,Low RDI,99
0.3992054,IND,No recruitement,evergreen temperate conifer,high RDI,99
0.09032398,IND,Recruitement,evergreen temperate conifer,Low RDI,99
0.36897522,IND,No recruitement,deciduous temperate broadleaved,Low RDI,99
0.060648706,IND,No recruitement,deciduous temperate broadleaved,high RDI,99
0.09979289,IND,Recruitement,deciduous temperate broadleaved,Low RDI,99
0.5410143,RDI,No recruitement,evergreen temperate conifer,Low RDI,100
0.4574089,RDI,No recruitement,evergreen temperate conifer,high RDI,100
0.39212635,RDI,Recruitement,evergreen temperate conifer,Low RDI,100
0.23076737,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,100
0.22567737,RDI,No recruitement,deciduous temperate broadleaved,high RDI,100
0.47888255,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,100
28.22814,BA,No recruitement,evergreen temperate conifer,Low RDI,100
18.329449,BA,No recruitement,evergreen temperate conifer,high RDI,100
18.934315,BA,Recruitement,evergreen temperate conifer,Low RDI,100
2.699747,BA,No recruitement,deciduous temperate broadleaved,Low RDI,100
4.842229,BA,No recruitement,deciduous temperate broadleaved,high RDI,100
11.205796,BA,Recruitement,deciduous temperate broadleaved,Low RDI,100
0.22412732,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,100
0.07648081,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,100
0.16343918,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,100
0.030494241,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,100
0.1008186,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,100
0.119622536,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,100
0.07154803,IND,No recruitement,evergreen temperate conifer,Low RDI,100
0.39883032,IND,No recruitement,evergreen temperate conifer,high RDI,100
0.09023111,IND,Recruitement,evergreen temperate conifer,Low RDI,100
0.36908233,IND,No recruitement,deciduous temperate broadleaved,Low RDI,100
0.06059071,IND,No recruitement,deciduous temperate broadleaved,high RDI,100
0.09964313,IND,Recruitement,deciduous temperate broadleaved,Low RDI,100
0.55886865,RDI,No recruitement,evergreen temperate conifer,Low RDI,101
0.49382704,RDI,No recruitement,evergreen temperate conifer,high RDI,101
0.4155764,RDI,Recruitement,evergreen temperate conifer,Low RDI,101
0.25706688,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,101
0.24956517,RDI,No recruitement,deciduous temperate broadleaved,high RDI,101
0.41019762,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,101
29.196041,BA,No recruitement,evergreen temperate conifer,Low RDI,101
20.004389,BA,No recruitement,evergreen temperate conifer,high RDI,101
20.233244,BA,Recruitement,evergreen temperate conifer,Low RDI,101
3.118121,BA,No recruitement,deciduous temperate broadleaved,Low RDI,101
5.541476,BA,No recruitement,deciduous temperate broadleaved,high RDI,101
9.7943945,BA,Recruitement,deciduous temperate broadleaved,Low RDI,101
0.22526713,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,101
0.07994022,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,101
0.16904517,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,101
0.03278217,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,101
0.1079324,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,101
0.12458671,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,101
0.073254615,IND,No recruitement,evergreen temperate conifer,Low RDI,101
0.3984533,IND,No recruitement,evergreen temperate conifer,high RDI,101
0.09013587,IND,Recruitement,evergreen temperate conifer,Low RDI,101
0.36918604,IND,No recruitement,deciduous temperate broadleaved,Low RDI,101
0.060532548,IND,No recruitement,deciduous temperate broadleaved,high RDI,101
0.08032133,IND,Recruitement,deciduous temperate broadleaved,Low RDI,101
0.57635623,RDI,No recruitement,evergreen temperate conifer,Low RDI,102
0.5258656,RDI,No recruitement,evergreen temperate conifer,high RDI,102
0.43711525,RDI,Recruitement,evergreen temperate conifer,Low RDI,102
0.19271167,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,102
0.26722264,RDI,No recruitement,deciduous temperate broadleaved,high RDI,102
0.43288663,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,102
30.148102,BA,No recruitement,evergreen temperate conifer,Low RDI,102
21.492823,BA,No recruitement,evergreen temperate conifer,high RDI,102
21.436037,BA,Recruitement,evergreen temperate conifer,Low RDI,102
2.469029,BA,No recruitement,deciduous temperate broadleaved,Low RDI,102
6.07425,BA,No recruitement,deciduous temperate broadleaved,high RDI,102
10.530165,BA,Recruitement,deciduous temperate broadleaved,Low RDI,102
0.22644153,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,102
0.08290472,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,102
0.17409456,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,102
0.0367918,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,102
0.11307093,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,102
0.12924877,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,102
0.07486084,IND,No recruitement,evergreen temperate conifer,Low RDI,102
0.39807436,IND,No recruitement,evergreen temperate conifer,high RDI,102
0.0900385,IND,Recruitement,evergreen temperate conifer,Low RDI,102
0.23793636,IND,No recruitement,deciduous temperate broadleaved,Low RDI,102
0.060474485,IND,No recruitement,deciduous temperate broadleaved,high RDI,102
0.08024357,IND,Recruitement,deciduous temperate broadleaved,Low RDI,102
0.5544763,RDI,No recruitement,evergreen temperate conifer,Low RDI,103
0.55242056,RDI,No recruitement,evergreen temperate conifer,high RDI,103
0.45649445,RDI,Recruitement,evergreen temperate conifer,Low RDI,103
0.21315137,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,103
0.28457317,RDI,No recruitement,deciduous temperate broadleaved,high RDI,103
0.45556498,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,103
29.057915,BA,No recruitement,evergreen temperate conifer,Low RDI,103
22.737068,BA,No recruitement,evergreen temperate conifer,high RDI,103
22.526043,BA,Recruitement,evergreen temperate conifer,Low RDI,103
2.9890783,BA,No recruitement,deciduous temperate broadleaved,Low RDI,103
6.619105,BA,No recruitement,deciduous temperate broadleaved,high RDI,103
11.279577,BA,Recruitement,deciduous temperate broadleaved,Low RDI,103
0.22763625,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,103
0.0853144,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,103
