value,var,ver,pft,param,time
0.6160219,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,17
8.972742,BA,No recruitement,evergreen temperate conifer,Low RDI,17
8.951605,BA,No recruitement,evergreen temperate conifer,high RDI,17
16.819483,BA,Recruitement,evergreen temperate conifer,Low RDI,17
9.933548,BA,No recruitement,deciduous temperate broadleaved,Low RDI,17
9.245722,BA,No recruitement,deciduous temperate broadleaved,high RDI,17
8.696119,BA,Recruitement,deciduous temperate broadleaved,Low RDI,17
0.047218874,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,17
0.047481403,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,17
0.03807169,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,17
0.050980933,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,17
0.050220244,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,17
0.044217434,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,17
0.51171285,IND,No recruitement,evergreen temperate conifer,Low RDI,17
0.5048743,IND,No recruitement,evergreen temperate conifer,high RDI,17
1.4772898,IND,Recruitement,evergreen temperate conifer,Low RDI,17
0.48650268,IND,No recruitement,deciduous temperate broadleaved,Low RDI,17
0.46661034,IND,No recruitement,deciduous temperate broadleaved,high RDI,17
0.5660702,IND,Recruitement,deciduous temperate broadleaved,Low RDI,17
0.28981593,RDI,No recruitement,evergreen temperate conifer,Low RDI,18
0.2885651,RDI,No recruitement,evergreen temperate conifer,high RDI,18
0.51970065,RDI,Recruitement,evergreen temperate conifer,Low RDI,18
0.6893017,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,18
0.6486301,RDI,No recruitement,deciduous temperate broadleaved,high RDI,18
0.6552474,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,18
10.5185995,BA,No recruitement,evergreen temperate conifer,Low RDI,18
10.491802,BA,No recruitement,evergreen temperate conifer,high RDI,18
17.651232,BA,Recruitement,evergreen temperate conifer,Low RDI,18
10.655208,BA,No recruitement,deciduous temperate broadleaved,Low RDI,18
9.953323,BA,No recruitement,deciduous temperate broadleaved,high RDI,18
9.4482155,BA,Recruitement,deciduous temperate broadleaved,Low RDI,18
0.051071905,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,18
0.051441647,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,18
0.03902106,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,18
0.052807286,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,18
0.05213528,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,18
0.046117306,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,18
0.5130354,IND,No recruitement,evergreen temperate conifer,Low RDI,18
0.504396,IND,No recruitement,evergreen temperate conifer,high RDI,18
1.4758493,IND,Recruitement,evergreen temperate conifer,Low RDI,18
0.48602083,IND,No recruitement,deciduous temperate broadleaved,Low RDI,18
0.46615762,IND,No recruitement,deciduous temperate broadleaved,high RDI,18
0.56551284,IND,Recruitement,deciduous temperate broadleaved,Low RDI,18
0.32136714,RDI,No recruitement,evergreen temperate conifer,Low RDI,19
0.3198759,RDI,No recruitement,evergreen temperate conifer,high RDI,19
0.5399363,RDI,Recruitement,evergreen temperate conifer,Low RDI,19
0.5207933,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,19
0.6811373,RDI,No recruitement,deciduous temperate broadleaved,high RDI,19
0.6933391,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,19
11.82992,BA,No recruitement,evergreen temperate conifer,Low RDI,19
11.79967,BA,No recruitement,evergreen temperate conifer,high RDI,19
18.43928,BA,Recruitement,evergreen temperate conifer,Low RDI,19
8.311984,BA,No recruitement,deciduous temperate broadleaved,Low RDI,19
10.642617,BA,No recruitement,deciduous temperate broadleaved,high RDI,19
10.194982,BA,Recruitement,deciduous temperate broadleaved,Low RDI,19
0.05412806,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,19
0.05459028,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,19
0.03990258,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,19
0.05629309,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,19
0.053938437,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,19
0.047927797,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,19
0.51386815,IND,No recruitement,evergreen temperate conifer,Low RDI,19
0.5039088,IND,No recruitement,evergreen temperate conifer,high RDI,19
1.4744043,IND,Recruitement,evergreen temperate conifer,Low RDI,19
0.33371353,IND,No recruitement,deciduous temperate broadleaved,Low RDI,19
0.46530917,IND,No recruitement,deciduous temperate broadleaved,high RDI,19
0.5649588,IND,Recruitement,deciduous temperate broadleaved,Low RDI,19
0.34685704,RDI,No recruitement,evergreen temperate conifer,Low RDI,20
0.34516084,RDI,No recruitement,evergreen temperate conifer,high RDI,20
0.55924904,RDI,Recruitement,evergreen temperate conifer,Low RDI,20
0.55962145,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,20
0.5192208,RDI,No recruitement,deciduous temperate broadleaved,high RDI,20
0.72875625,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,20
12.902774,BA,No recruitement,evergreen temperate conifer,Low RDI,20
12.869908,BA,No recruitement,evergreen temperate conifer,high RDI,20
19.195656,BA,Recruitement,evergreen temperate conifer,Low RDI,20
9.149991,BA,No recruitement,deciduous temperate broadleaved,Low RDI,20
8.367146,BA,No recruitement,deciduous temperate broadleaved,high RDI,20
10.901989,BA,Recruitement,deciduous temperate broadleaved,Low RDI,20
0.05650248,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,20
0.057045724,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,20
0.04073286,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,20
0.059074394,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,20
0.05737998,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,20
0.04958848,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,20
0.5144496,IND,No recruitement,evergreen temperate conifer,Low RDI,20
0.5034111,IND,No recruitement,evergreen temperate conifer,high RDI,20
1.4729536,IND,Recruitement,evergreen temperate conifer,Low RDI,20
0.33375227,IND,No recruitement,deciduous temperate broadleaved,Low RDI,20
0.32335624,IND,No recruitement,deciduous temperate broadleaved,high RDI,20
0.5644009,IND,Recruitement,deciduous temperate broadleaved,Low RDI,20
0.36927366,RDI,No recruitement,evergreen temperate conifer,Low RDI,21
0.3673835,RDI,No recruitement,evergreen temperate conifer,high RDI,21
0.57902694,RDI,Recruitement,evergreen temperate conifer,Low RDI,21
0.5983237,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,21
0.5604815,RDI,No recruitement,deciduous temperate broadleaved,high RDI,21
0.7621871,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,21
13.855634,BA,No recruitement,evergreen temperate conifer,Low RDI,21
13.820455,BA,No recruitement,evergreen temperate conifer,high RDI,21
19.97422,BA,Recruitement,evergreen temperate conifer,Low RDI,21
10.00733,BA,No recruitement,deciduous temperate broadleaved,Low RDI,21
9.271489,BA,No recruitement,deciduous temperate broadleaved,high RDI,21
11.594262,BA,Recruitement,deciduous temperate broadleaved,Low RDI,21
0.05852635,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,21
0.059146263,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,21
0.041571267,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,21
0.061769694,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,21
0.06044106,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,21
0.05116361,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,21
0.514924,IND,No recruitement,evergreen temperate conifer,Low RDI,21
0.50290513,IND,No recruitement,evergreen temperate conifer,high RDI,21
1.471496,IND,Recruitement,evergreen temperate conifer,Low RDI,21
0.3338359,IND,No recruitement,deciduous temperate broadleaved,Low RDI,21
0.32303825,IND,No recruitement,deciduous temperate broadleaved,high RDI,21
0.56338,IND,Recruitement,deciduous temperate broadleaved,Low RDI,21
0.39059538,RDI,No recruitement,evergreen temperate conifer,Low RDI,22
0.38851425,RDI,No recruitement,evergreen temperate conifer,high RDI,22
0.59897584,RDI,Recruitement,evergreen temperate conifer,Low RDI,22
0.631765,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,22
0.5970488,RDI,No recruitement,deciduous temperate broadleaved,high RDI,22
0.575558,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,22
14.769503,BA,No recruitement,evergreen temperate conifer,Low RDI,22
14.73221,BA,No recruitement,evergreen temperate conifer,high RDI,22
20.763422,BA,Recruitement,evergreen temperate conifer,Low RDI,22
10.761931,BA,No recruitement,deciduous temperate broadleaved,Low RDI,22
10.093944,BA,No recruitement,deciduous temperate broadleaved,high RDI,22
8.994372,BA,Recruitement,deciduous temperate broadleaved,Low RDI,22
0.0604027,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,22
0.06109843,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,22
0.042405926,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,22
0.06405278,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,22
0.06309718,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,22
0.054014117,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,22
0.51533383,IND,No recruitement,evergreen temperate conifer,Low RDI,22
0.5023915,IND,No recruitement,evergreen temperate conifer,high RDI,22
1.4700327,IND,Recruitement,evergreen temperate conifer,Low RDI,22
0.33392796,IND,No recruitement,deciduous temperate broadleaved,Low RDI,22
0.32272595,IND,No recruitement,deciduous temperate broadleaved,high RDI,22
0.3922963,IND,Recruitement,deciduous temperate broadleaved,Low RDI,22
0.4106186,RDI,No recruitement,evergreen temperate conifer,Low RDI,23
0.40833515,RDI,No recruitement,evergreen temperate conifer,high RDI,23
0.6176846,RDI,Recruitement,evergreen temperate conifer,Low RDI,23
0.6598343,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,23
0.6265182,RDI,No recruitement,deciduous temperate broadleaved,high RDI,23
0.61323965,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,23
15.634027,BA,No recruitement,evergreen temperate conifer,Low RDI,23
15.594159,BA,No recruitement,evergreen temperate conifer,high RDI,23
21.549072,BA,Recruitement,evergreen temperate conifer,Low RDI,23
11.40612,BA,No recruitement,deciduous temperate broadleaved,Low RDI,23
10.769968,BA,No recruitement,deciduous temperate broadleaved,high RDI,23
9.793528,BA,Recruitement,deciduous temperate broadleaved,Low RDI,23
0.062125202,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,23
0.06289432,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,23
0.04323911,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,23
0.065933496,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,23
0.06521243,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,23
0.056400005,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,23
0.51568896,IND,No recruitement,evergreen temperate conifer,Low RDI,23
0.5018697,IND,No recruitement,evergreen temperate conifer,high RDI,23
1.4657909,IND,Recruitement,evergreen temperate conifer,Low RDI,23
0.3340251,IND,No recruitement,deciduous temperate broadleaved,Low RDI,23
0.3224077,IND,No recruitement,deciduous temperate broadleaved,high RDI,23
0.3919172,IND,Recruitement,deciduous temperate broadleaved,Low RDI,23
0.4297278,RDI,No recruitement,evergreen temperate conifer,Low RDI,24
0.4272157,RDI,No recruitement,evergreen temperate conifer,high RDI,24
0.2644285,RDI,Recruitement,evergreen temperate conifer,Low RDI,24
0.688513,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,24
0.6552093,RDI,No recruitement,deciduous temperate broadleaved,high RDI,24
0.6513588,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,24
16.464651,BA,No recruitement,evergreen temperate conifer,Low RDI,24
16.421144,BA,No recruitement,evergreen temperate conifer,high RDI,24
9.633831,BA,Recruitement,evergreen temperate conifer,Low RDI,24
12.087438,BA,No recruitement,deciduous temperate broadleaved,Low RDI,24
11.439884,BA,No recruitement,deciduous temperate broadleaved,high RDI,24
10.621506,BA,Recruitement,deciduous temperate broadleaved,Low RDI,24
0.06373488,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,24
0.06457489,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,24
0.05186888,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,24
0.06786636,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,24
0.06724259,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,24
0.05876359,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,24
0.51600736,IND,No recruitement,evergreen temperate conifer,Low RDI,24
0.501341,IND,No recruitement,evergreen temperate conifer,high RDI,24
0.45554373,IND,Recruitement,evergreen temperate conifer,Low RDI,24
0.33383635,IND,No recruitement,deciduous temperate broadleaved,Low RDI,24
0.3220902,IND,No recruitement,deciduous temperate broadleaved,high RDI,24
0.39153305,IND,Recruitement,deciduous temperate broadleaved,Low RDI,24
0.44848633,RDI,No recruitement,evergreen temperate conifer,Low RDI,25
0.44573689,RDI,No recruitement,evergreen temperate conifer,high RDI,25
0.29948425,RDI,Recruitement,evergreen temperate conifer,Low RDI,25
0.52096796,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,25
0.6828846,RDI,No recruitement,deciduous temperate broadleaved,high RDI,25
0.68772644,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,25
17.285002,BA,No recruitement,evergreen temperate conifer,Low RDI,25
17.237646,BA,No recruitement,evergreen temperate conifer,high RDI,25
11.104263,BA,Recruitement,evergreen temperate conifer,Low RDI,25
9.380696,BA,No recruitement,deciduous temperate broadleaved,Low RDI,25
12.108815,BA,No recruitement,deciduous temperate broadleaved,high RDI,25
11.427109,BA,Recruitement,deciduous temperate broadleaved,Low RDI,25
0.065285414,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,25
0.066196755,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,25
0.055713724,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,25
0.07142501,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,25
0.06921699,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,25
0.060982637,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,25
0.5163012,IND,No recruitement,evergreen temperate conifer,Low RDI,25
0.50080645,IND,No recruitement,evergreen temperate conifer,high RDI,25
0.45511165,IND,Recruitement,evergreen temperate conifer,Low RDI,25
0.2340167,IND,No recruitement,deciduous temperate broadleaved,Low RDI,25
0.32151234,IND,No recruitement,deciduous temperate broadleaved,high RDI,25
0.39115182,IND,Recruitement,deciduous temperate broadleaved,Low RDI,25
0.46591082,RDI,No recruitement,evergreen temperate conifer,Low RDI,26
0.46296293,RDI,No recruitement,evergreen temperate conifer,high RDI,26
0.33546752,RDI,Recruitement,evergreen temperate conifer,Low RDI,26
0.5560749,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,26
0.5216309,RDI,No recruitement,deciduous temperate broadleaved,high RDI,26
0.7187858,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,26
18.075449,BA,No recruitement,evergreen temperate conifer,Low RDI,26
18.02554,BA,No recruitement,evergreen temperate conifer,high RDI,26
12.638547,BA,Recruitement,evergreen temperate conifer,Low RDI,26
10.234146,BA,No recruitement,deciduous temperate broadleaved,Low RDI,26
9.501108,BA,No recruitement,deciduous temperate broadleaved,high RDI,26
12.127452,BA,Recruitement,deciduous temperate broadleaved,Low RDI,26
0.0667624,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,26
0.06774718,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,26
0.059474066,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,26
0.07458721,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,26
0.073053226,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,26
0.06285732,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,26
0.51585215,IND,No recruitement,evergreen temperate conifer,Low RDI,26
0.49958238,IND,No recruitement,evergreen temperate conifer,high RDI,26
0.4546742,IND,Recruitement,evergreen temperate conifer,Low RDI,26
0.23416336,IND,No recruitement,deciduous temperate broadleaved,Low RDI,26
0.22655721,IND,No recruitement,deciduous temperate broadleaved,high RDI,26
0.39076543,IND,Recruitement,deciduous temperate broadleaved,Low RDI,26
0.28872895,RDI,No recruitement,evergreen temperate conifer,Low RDI,27
0.2897584,RDI,No recruitement,evergreen temperate conifer,high RDI,27
0.36745864,RDI,Recruitement,evergreen temperate conifer,Low RDI,27
0.5898972,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,27
0.55578494,RDI,No recruitement,deciduous temperate broadleaved,high RDI,27
0.7438555,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,27
11.549539,BA,No recruitement,evergreen temperate conifer,Low RDI,27
11.6238165,BA,No recruitement,evergreen temperate conifer,high RDI,27
14.022773,BA,Recruitement,evergreen temperate conifer,Low RDI,27
11.0736,BA,No recruitement,deciduous temperate broadleaved,Low RDI,27
10.345595,BA,No recruitement,deciduous temperate broadleaved,high RDI,27
12.714012,BA,Recruitement,deciduous temperate broadleaved,Low RDI,27
0.075929165,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,27
0.07681568,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,27
0.06268261,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,27
0.07755695,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,27
0.07628065,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,27
0.0643922,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,27
0.25496668,IND,No recruitement,evergreen temperate conifer,Low RDI,27
0.25071904,IND,No recruitement,evergreen temperate conifer,high RDI,27
0.45422888,IND,Recruitement,evergreen temperate conifer,Low RDI,27
0.23434733,IND,No recruitement,deciduous temperate broadleaved,Low RDI,27
0.22633427,IND,No recruitement,deciduous temperate broadleaved,high RDI,27
0.39009967,IND,Recruitement,deciduous temperate broadleaved,Low RDI,27
0.3140926,RDI,No recruitement,evergreen temperate conifer,Low RDI,28
0.31430656,RDI,No recruitement,evergreen temperate conifer,high RDI,28
0.3950536,RDI,Recruitement,evergreen temperate conifer,Low RDI,28
0.6179444,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,28
0.5884862,RDI,No recruitement,deciduous temperate broadleaved,high RDI,28
0.5838247,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,28
12.700763,BA,No recruitement,evergreen temperate conifer,Low RDI,28
12.754588,BA,No recruitement,evergreen temperate conifer,high RDI,28
15.230943,BA,Recruitement,evergreen temperate conifer,Low RDI,28
11.781146,BA,No recruitement,deciduous temperate broadleaved,Low RDI,28
11.173217,BA,No recruitement,deciduous temperate broadleaved,high RDI,28
10.197584,BA,Recruitement,deciduous temperate broadleaved,Low RDI,28
0.07935303,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,28
0.08050713,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,28
0.06536522,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,28
0.0799693,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,28
0.07931005,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,28
0.067275636,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,28
0.2567197,IND,No recruitement,evergreen temperate conifer,Low RDI,28
0.2504696,IND,No recruitement,evergreen temperate conifer,high RDI,28
0.45377538,IND,Recruitement,evergreen temperate conifer,Low RDI,28
0.23452686,IND,No recruitement,deciduous temperate broadleaved,Low RDI,28
0.22611502,IND,No recruitement,deciduous temperate broadleaved,high RDI,28
0.2867638,IND,Recruitement,deciduous temperate broadleaved,Low RDI,28
0.33977225,RDI,No recruitement,evergreen temperate conifer,Low RDI,29
0.33921698,RDI,No recruitement,evergreen temperate conifer,high RDI,29
0.41901293,RDI,Recruitement,evergreen temperate conifer,Low RDI,29
0.6449827,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,29
0.614823,RDI,No recruitement,deciduous temperate broadleaved,high RDI,29
0.61915183,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,29
13.879993,BA,No recruitement,evergreen temperate conifer,Low RDI,29
13.915059,BA,No recruitement,evergreen temperate conifer,high RDI,29
16.290504,BA,Recruitement,evergreen temperate conifer,Low RDI,29
12.47334,BA,No recruitement,deciduous temperate broadleaved,Low RDI,29
11.851541,BA,No recruitement,deciduous temperate broadleaved,high RDI,29
11.035526,BA,Recruitement,deciduous temperate broadleaved,Low RDI,29
0.082722664,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,29
0.084134735,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,29
0.0676366,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,29
0.08225149,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,29
0.081727415,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,29
0.07002481,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,29
0.25817665,IND,No recruitement,evergreen temperate conifer,Low RDI,29
0.25021407,IND,No recruitement,evergreen temperate conifer,high RDI,29
0.45331493,IND,Recruitement,evergreen temperate conifer,Low RDI,29
0.23472245,IND,No recruitement,deciduous temperate broadleaved,Low RDI,29
0.225892,IND,No recruitement,deciduous temperate broadleaved,high RDI,29
0.28648627,IND,Recruitement,deciduous temperate broadleaved,Low RDI,29
0.36353928,RDI,No recruitement,evergreen temperate conifer,Low RDI,30
0.36230308,RDI,No recruitement,evergreen temperate conifer,high RDI,30
0.4415107,RDI,Recruitement,evergreen temperate conifer,Low RDI,30
0.66936636,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,30
0.6385515,RDI,No recruitement,deciduous temperate broadleaved,high RDI,30
0.6537272,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,30
14.982122,BA,No recruitement,evergreen temperate conifer,Low RDI,30
15.001527,BA,No recruitement,evergreen temperate conifer,high RDI,30
17.293661,BA,Recruitement,evergreen temperate conifer,Low RDI,30
13.118411,BA,No recruitement,deciduous temperate broadleaved,Low RDI,30
12.472573,BA,No recruitement,deciduous temperate broadleaved,high RDI,30
11.872896,BA,Recruitement,deciduous temperate broadleaved,Low RDI,30
0.08575174,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,30
0.08740791,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,30
0.069725215,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,30
0.08431783,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,30
0.08388248,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,30
0.07266938,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,30
0.2593641,IND,No recruitement,evergreen temperate conifer,Low RDI,30
0.2499515,IND,No recruitement,evergreen temperate conifer,high RDI,30
0.45284778,IND,Recruitement,evergreen temperate conifer,Low RDI,30
0.23474301,IND,No recruitement,deciduous temperate broadleaved,Low RDI,30
0.22567123,IND,No recruitement,deciduous temperate broadleaved,high RDI,30
0.28620508,IND,Recruitement,deciduous temperate broadleaved,Low RDI,30
0.38435555,RDI,No recruitement,evergreen temperate conifer,Low RDI,31
0.38253942,RDI,No recruitement,evergreen temperate conifer,high RDI,31
0.46227604,RDI,Recruitement,evergreen temperate conifer,Low RDI,31
0.5233945,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,31
0.6625632,RDI,No recruitement,deciduous temperate broadleaved,high RDI,31
0.6822226,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,31
15.955018,BA,No recruitement,evergreen temperate conifer,Low RDI,31
15.962591,BA,No recruitement,evergreen temperate conifer,high RDI,31
18.226416,BA,Recruitement,evergreen temperate conifer,Low RDI,31
10.466161,BA,No recruitement,deciduous temperate broadleaved,Low RDI,31
13.109316,BA,No recruitement,deciduous temperate broadleaved,high RDI,31
12.575123,BA,Recruitement,deciduous temperate broadleaved,Low RDI,31
0.08832246,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,31
0.09021544,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,31
0.07161965,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,31
0.087828055,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,31
0.086040206,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,31
0.07482723,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,31
0.2603771,IND,No recruitement,evergreen temperate conifer,Low RDI,31
0.24968271,IND,No recruitement,evergreen temperate conifer,high RDI,31
0.45237392,IND,Recruitement,evergreen temperate conifer,Low RDI,31
0.17269364,IND,No recruitement,deciduous temperate broadleaved,Low RDI,31
0.22544852,IND,No recruitement,deciduous temperate broadleaved,high RDI,31
0.28592524,IND,Recruitement,deciduous temperate broadleaved,Low RDI,31
0.40373716,RDI,No recruitement,evergreen temperate conifer,Low RDI,32
0.4013795,RDI,No recruitement,evergreen temperate conifer,high RDI,32
0.48131013,RDI,Recruitement,evergreen temperate conifer,Low RDI,32
0.55232173,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,32
0.68416584,RDI,No recruitement,deciduous temperate broadleaved,high RDI,32
0.70926344,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,32
16.867096,BA,No recruitement,evergreen temperate conifer,Low RDI,32
16.864368,BA,No recruitement,evergreen temperate conifer,high RDI,32
19.087112,BA,Recruitement,evergreen temperate conifer,Low RDI,32
11.242814,BA,No recruitement,deciduous temperate broadleaved,Low RDI,32
13.703813,BA,No recruitement,deciduous temperate broadleaved,high RDI,32
13.251841,BA,Recruitement,deciduous temperate broadleaved,Low RDI,32
0.09065493,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,32
0.09278063,DIAMETER,No recruitement,evergreen temperate conifer,high RDI,32
0.073330976,DIAMETER,Recruitement,evergreen temperate conifer,Low RDI,32
0.09098135,DIAMETER,No recruitement,deciduous temperate broadleaved,Low RDI,32
0.0880129,DIAMETER,No recruitement,deciduous temperate broadleaved,high RDI,32
0.07685265,DIAMETER,Recruitement,deciduous temperate broadleaved,Low RDI,32
0.26128477,IND,No recruitement,evergreen temperate conifer,Low RDI,32
0.2494084,IND,No recruitement,evergreen temperate conifer,high RDI,32
0.4518936,IND,Recruitement,evergreen temperate conifer,Low RDI,32
0.17290321,IND,No recruitement,deciduous temperate broadleaved,Low RDI,32
0.22505666,IND,No recruitement,deciduous temperate broadleaved,high RDI,32
0.2856431,IND,Recruitement,deciduous temperate broadleaved,Low RDI,32
0.42247087,RDI,No recruitement,evergreen temperate conifer,Low RDI,33
0.41954657,RDI,No recruitement,evergreen temperate conifer,high RDI,33
0.49934733,RDI,Recruitement,evergreen temperate conifer,Low RDI,33
0.5822167,RDI,No recruitement,deciduous temperate broadleaved,Low RDI,33
0.52404004,RDI,No recruitement,deciduous temperate broadleaved,high RDI,33
0.7343871,RDI,Recruitement,deciduous temperate broadleaved,Low RDI,33
17.754217,BA,No recruitement,evergreen temperate conifer,Low RDI,33
17.739952,BA,No recruitement,evergreen temperate conifer,high RDI,33
19.907604,BA,Recruitement,evergreen temperate conifer,Low RDI,33
12.059814,BA,No recruitement,deciduous temperate broadleaved,Low RDI,33
10.70932,BA,No recruitement,deciduous temperate broadleaved,high RDI,33
13.889117,BA,Recruitement,deciduous temperate broadleaved,Low RDI,33
0.092862174,DIAMETER,No recruitement,evergreen temperate conifer,Low RDI,33
